pollster_rating_name,pollster_effect
b[(Intercept) pollster_rating_name:1892_Polling],0.5771817141111679
b[(Intercept) pollster_rating_name:1983_Labs],-0.8005970496604107
b[(Intercept) pollster_rating_name:ABC_News/The_Washington_Post],1.324197794865909
b[(Intercept) pollster_rating_name:ActiVote],4.277888151659225
b[(Intercept) pollster_rating_name:Alaska_Survey_Research],-1.1081259963158183
b[(Intercept) pollster_rating_name:American_Pulse_Research_&_Polling],2.52233847225728
b[(Intercept) pollster_rating_name:Arc_Insights],0.44666374426664057
b[(Intercept) pollster_rating_name:ARW_Strategies],0.3940138717989663
b[(Intercept) pollster_rating_name:AtlasIntel],1.3183032715896095
b[(Intercept) pollster_rating_name:Axis_Research],-1.7092126655450361
b[(Intercept) pollster_rating_name:Beacon_Research/Shaw_&_Co._Research],1.2246553610701854
b[(Intercept) pollster_rating_name:Bendixen_&_Amandi_International],0.5949968807774486
b[(Intercept) pollster_rating_name:Benenson_Strategy_Group/GS_Strategy_Group],0.34653133134023156
b[(Intercept) pollster_rating_name:Big_Data_Poll],-1.8553450560601745
b[(Intercept) pollster_rating_name:BK_Strategies],0.20996865290749658
b[(Intercept) pollster_rating_name:Blueprint_Polling],-2.7793206808485937
b[(Intercept) pollster_rating_name:Bowling_Green_State_University/YouGov],0.44259636110752765
b[(Intercept) pollster_rating_name:Capitol_Weekly],-1.391102295443733
b[(Intercept) pollster_rating_name:Change_Research],-0.7046100270526796
b[(Intercept) pollster_rating_name:Cherry_Communications],0.9429874610442934
b[(Intercept) pollster_rating_name:Christopher_Newport_University_Wason_Center_for_Civic_Leadership],0.23841257190821866
b[(Intercept) pollster_rating_name:Civiqs],-0.5470668258464548
b[(Intercept) pollster_rating_name:CNN],0.9934927285471703
b[(Intercept) pollster_rating_name:co/efficient],-0.05772816625504071
"b[(Intercept) pollster_rating_name:Cor_Services,_Inc.]",0.8576505087991335
b[(Intercept) pollster_rating_name:CWS_Research],0.19041671614041572
b[(Intercept) pollster_rating_name:Cygnal],0.2461661782781302
b[(Intercept) pollster_rating_name:Cygnal/Aspect_Strategic],-0.45791480159716685
b[(Intercept) pollster_rating_name:Dan_Jones_&_Associates],-1.0864292658597567
b[(Intercept) pollster_rating_name:Data_for_Progress],2.018503945399433
b[(Intercept) pollster_rating_name:Data_Orbital],-0.28361999045480835
b[(Intercept) pollster_rating_name:Data_Viewpoint],3.2166268068742725
b[(Intercept) pollster_rating_name:DHM_Research],-0.5935486257955126
b[(Intercept) pollster_rating_name:Differentiators],1.3106017142674073
b[(Intercept) pollster_rating_name:Digital_Research],-0.6407612402916418
b[(Intercept) pollster_rating_name:East_Carolina_University_Center_for_Survey_Research],-0.5572332876502257
b[(Intercept) pollster_rating_name:Echelon_Insights],0.9691964934441599
b[(Intercept) pollster_rating_name:Elon_University],0.004120689029331917
b[(Intercept) pollster_rating_name:Elway_Research],-3.0395582210257195
b[(Intercept) pollster_rating_name:Emerson_College],0.30214423398534707
b[(Intercept) pollster_rating_name:EPIC-MRA],0.6406570723366826
b[(Intercept) pollster_rating_name:Fabrizio_Lee_&_Associates/Impact_Research],0.4118391919500986
b[(Intercept) pollster_rating_name:Fabrizio_Ward/David_Binder_Research],0.6690886805077296
"b[(Intercept) pollster_rating_name:Fabrizio,_Lee_&_Associates]",6.484653747589824e-4
"b[(Intercept) pollster_rating_name:Fabrizio,_Lee_&_Associates/GBAO]",-0.7656420749203768
"b[(Intercept) pollster_rating_name:Fabrizio,_Lee_&_Associates/McLaughlin_&_Associates]",1.721296964229281
b[(Intercept) pollster_rating_name:Faucheux_Strategies],0.07902672606854187
b[(Intercept) pollster_rating_name:Fleming_&_Associates],-0.7494733623614448
b[(Intercept) pollster_rating_name:Florida_Atlantic_University_Business_and_Economics_Polling_Initiative],-0.17197036585658523
b[(Intercept) pollster_rating_name:Florida_Atlantic_University_PolCom_Lab/Mainstreet_Research],0.21334152583144914
b[(Intercept) pollster_rating_name:Focaldata],0.6665256690682162
b[(Intercept) pollster_rating_name:Franklin_&_Marshall_College_Center_for_Opinion_Research],-1.0521228716168323
b[(Intercept) pollster_rating_name:Glengariff_Group],-0.9697094604889037
b[(Intercept) pollster_rating_name:Global_Strategy_Group],-0.04142852406449997
b[(Intercept) pollster_rating_name:Global_Strategy_Group/GBAO_(Navigator_Research)],-0.595629705824706
b[(Intercept) pollster_rating_name:Global_Strategy_Group/North_Star_Opinion_Research],-0.44752123954694467
b[(Intercept) pollster_rating_name:Gonzales_Research_&_Marketing_Strategies_Inc.],1.520413399246866
b[(Intercept) pollster_rating_name:GQR],1.0326242871173437
b[(Intercept) pollster_rating_name:Harris_Insights_&_Analytics],-1.0983978571449593
